"","Gene","avg_fold_changes"
"3269","METTL21B",0.37847319245028
"3270","OR8K1",0.378207878439505
"3271","hsa-mir-365b",0.378185619231929
"3272","CPO",0.378097892813422
"3273","PTX4",0.377976131908861
"3274","OR8D1",0.37779517651428
"3275","EFEMP2",0.377718492020147
"3276","UBAC1",0.377652226202935
"3277","PIM1",0.377452854312956
"3278","CCDC87",0.377419923714453
"3279","ANK3",0.377414146553627
"3280","PDC",0.377123920783346
"3281","MYT1L",0.37711932088401
"3282","PUS1",0.376942812447712
"3283","MRS2",0.376884213841266
"3284","USP47",0.3768464571571
"3285","GPR155",0.376802049261697
"3286","CAMK1D",0.376550587730351
"3287","AZGP1",0.376522387231069
"3288","EVI2B",0.376478751034216
"3289","MYRIP",0.376402190281744
"3290","SH2B2",0.376326018821172
"3291","SPTY2D1",0.376276001718074
"3292","CLEC4C",0.376001513492714
"3293","STMN1",0.375961892684978
"3294","ACSS1",0.375892887927375
"3295","EFCAB3",0.375748507200491
"3296","hsa-mir-2355",0.375650426743183
"3297","ETFA",0.375495063746003
"3298","AKR1A1",0.37533375289918
"3299","GRK6",0.375113157261662
"3300","KIAA1407",0.375067774148984
"3301","RPS6KA3",0.374933999603215
"3302","NTPCR",0.374755002106475
"3303","C10orf114",0.374678890202176
"3304","DNAJB9",0.374621141673582
"3305","ZNF433",0.374616113596507
"3306","TENM3",0.374468072493663
"3307","CDH19",0.374305157207482
"3308","ZNF420",0.37417203630684
"3309","DOPEY2",0.374163466174688
"3310","OLR1",0.374034732511935
"3311","CHMP2B",0.373966548787918
"3312","UBE2A",0.373945586093118
"3313","FAM63B",0.37393788907243
"3314","hsa-mir-6895",0.373931520181939
"3315","PLD3",0.37387864954914
"3316","DEFA6",0.373752307676479
"3317","FARP1",0.37356133126676
"3318","PLOD2",0.373503935857908
"3319","OGFOD3",0.373468756562942
"3320","FEM1A",0.37284398497372
"3321","TRIM17",0.372811230939702
"3322","ZNF451",0.372537918521873
"3323","hsa-mir-4517",0.372444580340969
"3324","HRH1",0.372438476067072
"3325","PRRC1",0.372413615382281
"3326","DALRD3",0.372361489745013
"3327","CERS2",0.372302937011324
"3328","HSFY1",0.372289305430416
"3329","ZDHHC1",0.372248945946977
"3330","OLAH",0.372235694919476
"3331","DDX59",0.372210814314456
"3332","VPS37A",0.372103396917351
"3333","KAT6A",0.372103168069079
"3334","DLX1",0.372023819339151
"3335","SLC35G5",0.371894744716503
"3336","ACTR5",0.371845526812271
"3337","SLA",0.37170663813759
"3338","FBXL2",0.371447062635156
"3339","CARTPT",0.371339852353716
"3340","C4A",0.37131024589185
"3341","SSTR2",0.37120470410895
"3342","EMCN",0.371199350614168
"3343","SIRPA",0.371118522142352
"3344","UQCR11",0.371102336060077
"3345","CAPN7",0.370987510068522
"3346","SKA3",0.370798191761169
"3347","AZI2",0.370744776415445
"3348","hsa-mir-449b",0.370384435098228
"3349","TAF1",0.370261071035078
"3350","C9orf69",0.370157736518771
"3351","FURIN",0.370103273966695
"3352","QSER1",0.370064054069515
"3353","HSD17B6",0.369988096931824
"3354","U2AF1L4",0.369940409583333
"3355","WDR75",0.369886682750066
"3356","TMEM81",0.369754613739968
"3357","KCNJ2",0.369751283470312
"3358","PINK1",0.369722945321095
"3359","C2orf71",0.369494992778782
"3360","PRR18",0.369406037207341
"3361","PIP4K2C",0.369326904954719
"3362","CASP1",0.369302560768106
"3363","MAPKBP1",0.369229127520221
"3364","C17orf50",0.368942209447755
"3365","C16orf95",0.368767126124934
"3366","AVEN",0.368754953087821
"3367","STK39",0.368624302106581
"3368","ALG14",0.368568235034027
"3369","ZNF280C",0.368448582978328
"3370","PRSS2",0.36828856766296
"3371","FAAH",0.368049396591752
"3372","DNASE2B",0.368047915165797
"3373","PLAUR",0.368045034453087
"3374","LRRC70",0.367802870582006
"3375","hsa-mir-5000",0.367755876993158
"3376","LRRC8B",0.367373055308286
"3377","PHYHIP",0.367325263049458
"3378","ZNF239",0.367316211113576
"3379","MED4",0.367304355289553
"3380","LMTK3",0.366936760842556
"3381","S1PR3",0.366826372651307
"3382","HNRNPA1L2",0.366808993295265
"3383","NEK3",0.366758823200927
"3384","VPS37D",0.366723742281547
"3385","FAM126B",0.366715015631054
"3386","CA2",0.366665318801448
"3387","hsa-mir-1244-1",0.366462770168862
"3388","CCL23",0.366446478452765
"3389","RGL2",0.366375652895822
"3390","XRRA1",0.366363390109569
"3391","LCA5",0.366136427585932
"3392","FAM221A",0.366084361903028
"3393","BMP10",0.366034133437194
"3394","MIS12",0.365967050068833
"3395","CCDC148",0.365860785924721
"3396","hsa-mir-6868",0.365591824388963
"3397","ARG2",0.365456202061213
"3398","GPBAR1",0.365304593147994
"3399","hsa-mir-5683",0.365193563140602
"3400","SHC4",0.365160435895069
"3401","hsa-mir-378d-2",0.365100701121249
"3402","ZNF593",0.365036763880192
"3403","IL1RN",0.364951983191053
"3404","CYFIP2",0.364828950154284
"3405","hsa-mir-892c",0.364816481992208
"3406","CPD",0.364621185331257
"3407","FBLIM1",0.364556436223019
"3408","EFHD2",0.3645099516086
"3409","GSK3B",0.364457322739854
"3410","hsa-mir-6737",0.364362961390308
"3411","NDUFB2",0.364287320450721
"3412","FKBP10",0.364180109535753
"3413","DEFB130",0.364103736554032
"3414","hsa-mir-7154",0.363974088128119
"3415","hsa-mir-664a",0.363926982231729
"3416","BCAS3",0.363817648044962
"3417","FIGLA",0.363816509046557
"3418","ZC3HC1",0.363744205348934
"3419","CEACAM20",0.363696423028449
"3420","MKL2",0.363663673824864
"3421","hsa-mir-367",0.363597434257501
"3422","UBASH3B",0.36358141441342
"3423","NUDT14",0.363565559973245
"3424","APPBP2",0.363560854383381
"3425","RBM42",0.363492102382442
"3426","SLC16A4",0.363303484747792
"3427","TBRG4",0.363293520179734
"3428","FOXK1",0.363013392146739
"3429","TEX2",0.362935040950964
"3430","SLC6A11",0.362927835576918
"3431","DUSP8",0.362758538836342
"3432","OR4C12",0.362710679664249
"3433","C11orf52",0.362709287867965
"3434","MADCAM1",0.362632314191489
"3435","NPAS2",0.36262397872702
"3436","BBS1",0.362558149054812
"3437","HS6ST2",0.362545032495808
"3438","FAM189A2",0.362523866709163
"3439","hsa-mir-3171",0.362373800434171
"3440","APLP2",0.362367468378524
"3441","GALNTL6",0.362352602982999
"3442","SERPINH1",0.362317207770964
"3443","MEIS3",0.361987828640143
"3444","MAPK12",0.361792679332793
"3445","PRM1",0.36171507925983
"3446","PACRGL",0.361705586994575
"3447","ASB2",0.36166989808856
"3448","KIAA2013",0.361591430937066
"3449","NOS1AP",0.361590429910951
"3450","PPP1R11",0.361585173353323
"3451","TACC3",0.361342437207092
"3452","CARS",0.361270515303031
"3453","TXNL4B",0.361123770588003
"3454","CHGB",0.361099440565846
"3455","hsa-let-7a-3",0.361041513822386
"3456","ZFYVE9",0.360873777657459
"3457","OR13D1",0.360835758263065
"3458","KMT2D",0.360775537879692
"3459","CALM2",0.36072876874014
"3460","hsa-mir-548aa-1",0.360512866872768
"3461","AGTPBP1",0.36028951244828
"3462","DMRTB1",0.360269175643389
"3463","ERAP1",0.360256770854784
"3464","SAMD13",0.360241745159213
"3465","ATP6V1G2",0.360019156417137
"3466","TUBB2B",0.359925059640257
"3467","MARK2",0.359861788498119
"3468","FRMD7",0.359849510490749
"3469","CD180",0.359802848669315
"3470","ITGB6",0.359748683098757
"3471","TENM1",0.35974333788458
"3472","CNOT1",0.359639880596918
"3473","MMP27",0.359617200336655
"3474","FGFR3",0.35957479246754
"3475","SLC15A4",0.359548372622109
"3476","JUP",0.359520678523423
"3477","FITM1",0.35944514071075
"3478","LBX1",0.359416396515805
"3479","PEX11A",0.359406737025024
"3480","RPL41",0.358871767787335
"3481","LRRC56",0.358689630147135
"3482","DEFB105A",0.358571760439681
"3483","TPD52L2",0.358545206134991
"3484","USP22",0.358496379831419
"3485","RHOT2",0.358372153323624
"3486","PRKCE",0.358305532530823
"3487","OXGR1",0.358285693059396
"3488","RSBN1L",0.358146366647922
"3489","KRTAP13-4",0.357968534566887
"3490","CD70",0.357817483187051
"3491","NPR2",0.357793010139592
"3492","SLC52A2",0.357730868032094
"3493","GPR61",0.357522527129873
"3494","HRH4",0.357485024531452
"3495","IL1RAP",0.357458984422101
"3496","PCSK4",0.357380144560622
"3497","XRCC4",0.357333671191169
"3498","OR4F17",0.357276826874736
"3499","hsa-mir-499a",0.357225464900611
"3500","RPUSD1",0.357221832390154
"3501","CEACAM3",0.357115389533994
"3502","hsa-mir-4477a",0.357096702695953
"3503","OR52W1",0.357094011156933
"3504","METTL14",0.357042833252929
"3505","EFHB",0.357038716364047
"3506","USP1",0.357000132106072
"3507","hsa-mir-548aa-2",0.356973330481017
"3508","GPRIN3",0.356866918703692
"3509","SPG20",0.356843022860062
"3510","MAN1A1",0.356735667772362
"3511","P2RY2",0.356675166583505
"3512","C9orf135",0.35634210278008
"3513","GCSH",0.356319539802227
"3514","ICAM2",0.356288552849489
"3515","MEIS2",0.356269581693458
"3516","TIMM21",0.35617382917299
"3517","RAVER2",0.35617380743913
"3518","HCAR3",0.356073540001601
"3519","RPL36AL",0.355952296490577
"3520","DNMBP",0.355863673041591
"3521","CCDC13",0.3557255439459
"3522","TDRD10",0.355692875245555
"3523","hsa-mir-373",0.35557490703365
"3524","HOXA5",0.35527921140203
"3525","FRMPD1",0.355144729817834
"3526","GTF2H2",0.35498540348346
"3527","ABCG2",0.35491222728127
"3528","ZNF750",0.354788951680097
"3529","TCF7",0.354749659802382
"3530","SLC9A6",0.354621219686217
"3531","HYOU1",0.354584529565256
"3532","ABHD17B",0.354542076597025
"3533","C4B_2",0.354514516732005
"3534","hsa-mir-4802",0.354480200955813
"3535","ARL6IP5",0.354440680317247
"3536","ADAD1",0.354377578969702
"3537","hsa-mir-1289-2",0.354368905234706
"3538","FAM47C",0.354344080866301
"3539","C15orf52",0.354229864474795
"3540","AMOTL1",0.354150229719181
"3541","FKBP6",0.354139603990636
"3542","FAT2",0.353881523981374
"3543","PTK7",0.353866212120458
"3544","ATP4B",0.353720431069457
"3545","UTP3",0.35357994741775
"3546","KCNA4",0.353281152623975
"3547","SMIM22",0.353230635828265
"3548","RIMKLA",0.353171368279378
"3549","MRPL15",0.35307930003935
"3550","SMIM8",0.353051308801705
"3551","NFKBIZ",0.352868149184362
"3552","FAU",0.352833364220413
"3553","hsa-mir-3914-1",0.352781486165983
"3554","S100A4",0.352663751482998
"3555","DDX46",0.352663341409197
"3556","FAM173A",0.352513658781305
"3557","MRPS5",0.352454982082559
"3558","FAM46D",0.352444392710621
"3559","SPATA7",0.352414285278876
"3560","VPS39",0.352344722066573
"3561","ZNF616",0.352334959083005
"3562","IGSF5",0.352188677316986
"3563","APIP",0.352027523606659
"3564","PKN1",0.351977774716077
"3565","SGCB",0.35196680597239
"3566","AMD1",0.351766800467534
"3567","RNF122",0.351724091939219
"3568","EPO",0.351644215472106
"3569","FUT5",0.351622522661979
"3570","FLJ44313",0.351435548055942
"3571","FDXACB1",0.351408060818416
"3572","OR10G7",0.351308607413644
"3573","CDKN2AIP",0.351082604268914
"3574","HRSP12",0.350877067234414
"3575","KLHL11",0.350810118029523
"3576","FILIP1",0.350767747199355
"3577","CCNL1",0.350423992183909
"3578","IBSP",0.3503614863083
"3579","HLA-DQB2",0.350360692811885
"3580","COTL1",0.350339930955932
"3581","IER3IP1",0.350211807049203
"3582","TMPRSS6",0.350146846000495
"3583","PIGT",0.35013065222446
"3584","CCDC135",0.350018641762554
"3585","LIM2",0.350008131106898
"3586","EPHA7",0.349989605319741
"3587","FAM228A",0.349877066273872
"3588","CLPSL1",0.349710220332496
"3589","TMPRSS4",0.349676342288847
"3590","TBC1D7",0.349478441688507
"3591","RBM28",0.34939995314606
"3592","SYTL4",0.349374273283222
"3593","RBM3",0.349373236423767
"3594","IFNL1",0.349315972703279
"3595","hsa-mir-548ad",0.349172834933301
"3596","OR8G5",0.349043861719257
"3597","SMU1",0.349004141921356
"3598","LPAR4",0.348702521636951
"3599","hsa-mir-4704",0.348692611707933
"3600","STOX1",0.348633981621588
"3601","hsa-mir-504",0.348628857072434
"3602","AMIGO2",0.348506839669479
"3603","GPR114",0.348490748405216
"3604","HNRNPK",0.348421069142366
"3605","GRPEL2",0.34837733750127
"3606","INPP4B",0.348177695995943
"3607","SPAG5",0.348077528627965
"3608","CRYZ",0.34796567271558
"3609","CLUH",0.347839664836305
"3610","RCE1",0.34783444777462
"3611","ATP8A1",0.347788687139964
"3612","OR5M11",0.347781819260588
"3613","hsa-mir-1260a",0.34772376725795
"3614","NREP",0.347699718571163
"3615","MGAT4C",0.347688420184794
"3616","PPP1R13B",0.347653760865396
"3617","GAS2L3",0.347650805485749
"3618","OR6K3",0.347591393314275
"3619","TMPRSS12",0.347536642713037
"3620","AP2S1",0.347457619610612
"3621","EIF2AK1",0.347360047124203
"3622","NYX",0.347353963522952
"3623","PLEKHM2",0.347324524121756
"3624","hsa-mir-5011",0.347263940892457
"3625","HORMAD2",0.347212618904114
"3626","hsa-mir-3941",0.347106323718597
"3627","BTN2A1",0.347050466183521
"3628","hsa-mir-3150a",0.346969646756037
"3629","PLEKHA4",0.346894291139721
"3630","DLGAP2",0.346736934479838
"3631","HMHB1",0.346663769214439
"3632","HESX1",0.346632862414471
"3633","hsa-mir-3974",0.346632013841063
"3634","MMP9",0.346456300556315
"3635","TTC14",0.346356614927546
"3636","BCAR3",0.346291213531736
"3637","C10orf129",0.346224402708297
"3638","GPR33",0.34614270346005
"3639","CTRC",0.346119522684098
"3640","CARKD",0.346061622581399
"3641","LIG3",0.346044540945024
"3642","hsa-mir-3176",0.345989620487275
"3643","PSD2",0.345853801760965
"3644","HIST3H2BB",0.345838402961648
"3645","GCA",0.345820683280485
"3646","SHOX_X",0.345787269367749
"3647","CCR1",0.345614212284014
"3648","CCL11",0.345286748879558
"3649","BCL7C",0.345274518910586
"3650","SKOR1",0.344952901331695
"3651","HFE",0.3445632480009
"3652","PPP1R32",0.344473757529811
"3653","SLC37A1",0.344457785014132
"3654","POLR2A",0.344454309784068
"3655","CALR",0.344437763771364
"3656","KIAA1551",0.344334649539637
"3657","TAAR2",0.344120668523831
"3658","SH2D3A",0.344062068252282
"3659","LYPD3",0.344032898127902
"3660","TSGA13",0.344013196877552
"3661","ARFIP1",0.343991056370832
"3662","IL12B",0.343981793899695
"3663","VAMP2",0.343920217948044
"3664","FAM76A",0.34373839623231
"3665","ZRSR2",0.343737741538041
"3666","hsa-mir-5192",0.343669256216787
"3667","OR52N4",0.343466428623634
"3668","ACYP2",0.343381633101392
"3669","hsa-mir-323a",0.343228427651358
"3670","SLC6A18",0.342880122326484
"3671","TSHR",0.342799036623826
"3672","HLA-G",0.342702123274827
"3673","ZNF354C",0.342584530485905
"3674","TROAP",0.342282068282207
"3675","CASP8AP2",0.342041612299711
"3676","SH2D4B",0.341918906663387
"3677","ATAD1",0.341869201711972
"3678","KLK12",0.341798091641861
"3679","RNF224",0.34175683620751
"3680","TFF2",0.341436184745298
"3681","SSBP1",0.341244443839129
"3682","PDZD3",0.341244008052514
"3683","PTPRE",0.34116592606515
"3684","SIRPG",0.341124091276853
"3685","FXYD6-FXYD2",0.341006932224155
"3686","GABPB1",0.340962000615023
"3687","MAP3K12",0.34080411391552
"3688","EPYC",0.340734100614489
"3689","SPTBN4",0.340613746494985
"3690","SEPSECS",0.340570401546284
"3691","NAA30",0.340561088893852
"3692","TSPAN31",0.340406200861144
"3693","GPR150",0.340361379265014
"3694","CNST",0.340231282898513
"3695","LRRC47",0.340100106315855
"3696","C15orf61",0.340077477529244
"3697","HSD17B11",0.339989038190907
"3698","hsa-mir-21",0.339978556923106
"3699","hsa-mir-526b",0.33997528584494
"3700","CST5",0.339914978217483
"3701","CPNE6",0.339897291050475
"3702","SNX12",0.339868108869875
"3703","NDUFB3",0.339809799347153
"3704","ACTA1",0.339737191030125
"3705","CCDC19",0.339663088741606
"3706","SURF6",0.339644320115188
"3707","TP53AIP1",0.339532071189847
"3708","OR51E2",0.339470371059123
"3709","ACSM3",0.339442339685357
"3710","PCGF2",0.339383599406469
"3711","hsa-mir-4723",0.339375939250233
"3712","FAM222B",0.339270629739965
"3713","ZPBP",0.339266042433944
"3714","MED13",0.339235991671748
"3715","TMEM40",0.339174091141623
"3716","KCNC3",0.339097297780451
"3717","SNRPD2",0.33887115424625
"3718","MPRIP",0.338811937869132
"3719","UGT2A1",0.338728230312299
"3720","NASP",0.338709669414946
"3721","FAM71B",0.338695503029562
"3722","C3orf55",0.33863323765626
"3723","SESTD1",0.338582910691982
"3724","ZFY",0.338559736854487
"3725","RAB31",0.33854020503136
"3726","KISS1R",0.338528814449782
"3727","CSNK2A1",0.338507882714395
"3728","SEMA3C",0.338396418297202
"3729","ARHGAP5",0.338371733042859
"3730","PLSCR2",0.338335774925182
"3731","MROH7",0.338329281477432
"3732","PACS1",0.338276573534627
"3733","SOX12",0.338246079139523
"3734","AMACR",0.338164426255186
"3735","FBXO38",0.337869766444461
"3736","HIVEP2",0.337792828268728
"3737","AMBN",0.337671162765082
"3738","EIF4EBP1",0.337434674495849
"3739","RIOK2",0.337411350750153
"3740","MAML3",0.337139091562432
"3741","TREX2",0.337131190688825
"3742","IFI44L",0.33709363896882
"3743","OR2AP1",0.337077623987365
"3744","DNAJC16",0.337059443746475
"3745","SIX3",0.33700270688421
"3746","OR5D14",0.336967556549161
"3747","CHRNB4",0.336956086335669
"3748","DPPA3",0.336773917389202
"3749","GNAI3",0.336657591857676
"3750","RAB37",0.336611078873297
"3751","SNTB2",0.336570502996009
"3752","hsa-mir-4728",0.336555585950905
"3753","MOCOS",0.336528383539301
"3754","SMIM21",0.336522994542611
"3755","C9orf129",0.336154216092122
"3756","RGCC",0.336105971157517
"3757","PPP1R8",0.336077292818192
"3758","CST4",0.336008113577873
"3759","SEMA3E",0.3359474726212
"3760","PHF21B",0.33589401111675
"3761","ZKSCAN8",0.335842689659158
"3762","CYS1",0.335815010270198
"3763","NPNT",0.335623997500841
"3764","TMEM2",0.335581283513333
"3765","ZNF75A",0.335472090243453
"3766","PRCP",0.335423574517794
"3767","IRF6",0.335307750418658
"3768","ADAMTS15",0.335084169814179
"3769","DENND1A",0.334962200517978
"3770","AOC2",0.334874613377634
"3771","hsa-mir-1205",0.334537877129795
"3772","DEPDC5",0.334418020216116
"3773","TAS2R14",0.334320740030538
"3774","XKR3",0.334129050041043
"3775","SPAG11A",0.333954790867628
"3776","MTRR",0.333950685745288
"3777","CERS3",0.33394602983331
"3778","WEE2",0.333906350656647
"3779","KLHDC7B",0.333902170075793
"3780","OR10J5",0.333843545246038
"3781","DNMT3A",0.333821183688103
"3782","SPINK9",0.333775295816468
"3783","SSR1",0.333729196900994
"3784","CAPS2",0.33371371923632
"3785","SLC22A24",0.333665613429281
"3786","CST1",0.333428256559551
"3787","DCBLD2",0.333420191368921
"3788","KDELR2",0.333330494109179
"3789","KNDC1",0.333320620454692
"3790","FAM45A",0.333252137046249
"3791","KIAA0319L",0.3330657570515
"3792","TSPY1",0.333024280452915
"3793","GPM6A",0.332977354983212
"3794","PRAMEF18",0.332948390511276
"3795","RNASE10",0.332858291216654
"3796","SCGB2A2",0.332683333878084
"3797","GCLM",0.332574053480854
"3798","DTD2",0.332477929337863
"3799","CSN1S1",0.33244814273766
"3800","SPANXA1",0.332394435946259
"3801","TLK2",0.332394180608965
"3802","hsa-mir-8062",0.332346103806628
"3803","RSC1A1",0.332284589189184
"3804","IL10",0.332228116345555
"3805","TBC1D2",0.33206961135425
"3806","SLC25A34",0.331921831802345
"3807","KLC1",0.331826544590988
"3808","LHX2",0.331813716775251
"3809","ABHD11",0.331785379955371
"3810","UCN3",0.331757410219785
"3811","ATF5",0.331730736446477
"3812","TLR10",0.331687136078942
"3813","GPR153",0.331534600993988
"3814","CHPT1",0.331521356860039
"3815","hsa-mir-1297",0.331395338845846
"3816","TOR4A",0.331220359585339
"3817","C1orf116",0.331126734202367
"3818","RTN4RL2",0.331072670036182
"3819","TTC37",0.330940837919107
"3820","NEK7",0.330929165032718
"3821","CCNE1",0.330896465819631
"3822","TCEANC2",0.330760879433912
"3823","CPLX4",0.330525321327998
"3824","IGFLR1",0.330401305669307
"3825","TANGO6",0.330357622152535
"3826","PI4K2B",0.330298046230242
"3827","PCDHGA7",0.32999478187181
"3828","HS6ST1",0.329938786933165
"3829","IAH1",0.329875167279343
"3830","STX8",0.329854282048861
"3831","CAMSAP2",0.329817772454916
"3832","CTPS2",0.329646541758067
"3833","CCRN4L",0.329541775221105
"3834","hsa-mir-4266",0.329523809942218
"3835","STAG3",0.329459208726253
"3836","TEAD1",0.329386456148077
"3837","FKBP7",0.329203222658004
"3838","APOBEC3F",0.32912615708342
"3839","KCNU1",0.329094649717511
"3840","CXXC5",0.328981729829534
"3841","NEUROD6",0.328866480111504
"3842","C6orf70",0.328844317045003
"3843","OR2T6",0.328774394657672
"3844","DEPDC1",0.328769033702658
"3845","STAT2",0.328655553984113
"3846","CDK6",0.32859221598075
"3847","PLA2G4E",0.328449821235978
"3848","hsa-mir-6086",0.328420107837011
"3849","FKBP15",0.328390935936971
"3850","LURAP1L",0.328247979645417
"3851","KIF13A",0.328127088363693
"3852","TLR1",0.328081810839875
"3853","IER2",0.32793160431066
"3854","CLEC4A",0.327923054174528
"3855","ZNF259",0.327842369865035
"3856","CPN2",0.32773570318489
"3857","RDH10",0.327720108170534
"3858","USP17L4",0.327649583108348
"3859","COL16A1",0.327627017607103
"3860","hsa-mir-605",0.327522515830423
"3861","PDAP1",0.327490115622261
"3862","PADI2",0.327450944470823
"3863","TRA2A",0.327328884639745
"3864","ZNF32",0.327306778463159
"3865","TMEM164",0.327020557952768
"3866","ZKSCAN3",0.326968832138967
"3867","PRDM16",0.326923972240208
"3868","NPHP1",0.326916159175826
"3869","CYSTM1",0.326895417782743
"3870","PCBP4",0.326869179001039
"3871","LSM3",0.326839113868909
"3872","POU2F3",0.32677994252277
"3873","GABRQ",0.326754989347524
"3874","PLB1",0.326644487251865
"3875","NCOR2",0.326625023791844
"3876","SLC41A1",0.326273215109683
"3877","BCR",0.326046789618061
"3878","PKP4",0.325957383843942
"3879","B3GAT2",0.325941875477991
"3880","TSPAN19",0.32582631623663
"3881","PRELP",0.325812733393241
"3882","MMD2",0.325781375897105
"3883","GPS1",0.325632354784793
"3884","CFTR",0.325614846483534
"3885","CNTN6",0.325591891288328
"3886","SLC14A2",0.325543068353165
"3887","SNX20",0.325541353520085
"3888","OR4M1",0.325528762026497
"3889","PIGS",0.325518947972205
"3890","CHMP2A",0.325399010347581
"3891","NOP2",0.325369603515018
"3892","GSTK1",0.32533578563119
"3893","WDR48",0.325220753861007
"3894","THSD7A",0.325163273434539
"3895","ATP1A1",0.325137487507797
"3896","NBAS",0.325110416391259
"3897","SRCIN1",0.324985017726063
"3898","UBE3B",0.324768052297423
"3899","TTBK1",0.324551721202522
"3900","HMX2",0.324450263874753
"3901","LOC653486",0.324121992167204
"3902","hsa-mir-7706",0.323966104654466
"3903","MLH3",0.323882039972882
"3904","PRTFDC1",0.323848506956712
"3905","ODF3",0.323725137730465
"3906","CBLN3",0.323678754234804
"3907","TCF15",0.32359228416298
"3908","SAMD15",0.323559683699021
"3909","PANK1",0.323529621229583
"3910","RIPPLY2",0.323524049243431
"3911","ANAPC7",0.323477792010475
"3912","PDE2A",0.323473728072557
"3913","RSPO2",0.323357597338918
"3914","SPATA16",0.323255595053098
"3915","KIAA1456",0.323153580852571
"3916","MAGOH",0.323128045265952
"3917","hsa-mir-516b-1",0.3230447648276
"3918","MCM10",0.322945116796258
"3919","L3HYPDH",0.322914283746149
"3920","ZNF423",0.322773942931803
"3921","STK17B",0.322718576203474
"3922","ASPRV1",0.322642693256018
"3923","FAM160B1",0.322596466124317
"3924","ZSWIM1",0.322363783453052
"3925","CDCA5",0.322280126493014
"3926","TATDN1",0.321900888400104
"3927","hsa-mir-214",0.321826237369376
"3928","TRIM56",0.32179762525088
"3929","AKIRIN2",0.321764562804515
"3930","RPL19",0.321646355194583
"3931","POC1B",0.321447007150251
"3932","hsa-mir-4670",0.321335427655185
"3933","GBX1",0.321218767645247
"3934","C17orf96",0.321106328517896
"3935","CNIH4",0.321096184564988
"3936","SPATA32",0.321010073047679
"3937","AGPHD1",0.320682656390581
"3938","TFAP4",0.320669100775664
"3939","METTL16",0.320600938132367
"3940","PPA2",0.320591787539474
"3941","DNAH1",0.320561820586969
"3942","CCT6A",0.32053737233577
"3943","USP12",0.320500523606091
"3944","IQGAP3",0.320368763070718
"3945","ALPK2",0.320329393048313
"3946","ILDR1",0.320300074041241
"3947","IFNGR1",0.32029565777721
"3948","ARHGAP23",0.320194327612917
"3949","WIF1",0.320190264806589
"3950","SLAMF9",0.320008725729726
"3951","hsa-mir-5700",0.319998748215456
"3952","hsa-mir-383",0.319991507096524
"3953","hsa-mir-1537",0.319940033083244
"3954","MT1F",0.319702029736001
"3955","C1orf100",0.319660724844947
"3956","NAA50",0.319559791029924
"3957","C15orf32",0.319520168907634
"3958","ZNF33B",0.319442755778182
"3959","hsa-mir-4661",0.319410270016664
"3960","CSH1",0.319314481750028
"3961","KIRREL3",0.319233002088103
"3962","CAT",0.319110706058802
"3963","PMM1",0.318833269673145
"3964","C14orf132",0.318407182345945
"3965","CPA4",0.318154699892007
"3966","BAIAP2L2",0.318079796103665
"3967","FBXW4",0.318057731154001
"3968","PDGFB",0.317937845501201
"3969","KLHL33",0.317930450351781
"3970","C14orf182",0.317602854555559
"3971","CLGN",0.317573018391602
"3972","GSE1",0.317492640688734
"3973","hsa-mir-661",0.317486650587652
"3974","KIAA1377",0.317404032719324
"3975","TMEM135",0.317304279170871
"3976","UPK3A",0.317294290372025
"3977","SPSB4",0.317096605771273
"3978","BCL3",0.317031246114451
"3979","ERBB3",0.317008003443695
"3980","FUT3",0.31686960932109
"3981","PAIP2",0.316837436366869
"3982","KANSL3",0.316720116041847
"3983","IL18R1",0.316652189255321
"3984","hsa-mir-152",0.316633893223545
"3985","ZNF326",0.316598331454496
"3986","DLD",0.316573834928243
"3987","S1PR1",0.316569348779669
"3988","EDN3",0.316503136760482
"3989","OTUD3",0.31650151506895
"3990","IFIT2",0.316472414914895
"3991","XAGE5",0.316443633048871
"3992","CYHR1",0.316413045329132
"3993","PFAS",0.316313627173053
"3994","SF3B3",0.316131071287463
"3995","hsa-mir-3654",0.316047486818601
"3996","ABCD3",0.316014311836529
"3997","NFXL1",0.316001008785989
"3998","hsa-mir-637",0.31593628364925
"3999","GZMH",0.315932473777921
"4000","NAT8B",0.315784273976282
"4001","RAB15",0.315783403181212
"4002","ATP5S",0.315728866328858
"4003","EPB41L2",0.31569409956617
"4004","HIST1H2BE",0.315615181434535
"4005","hsa-mir-485",0.315558176011432
"4006","FAM180B",0.315553989534297
"4007","RBP4",0.315494068090018
"4008","DCUN1D1",0.315420632538889
"4009","HEMK1",0.315361712103761
"4010","DOK6",0.315284356926697
"4011","RPRML",0.315202823881832
"4012","hsa-mir-3188",0.315175061123242
"4013","HBZ",0.315096436527335
"4014","TRPC5OS",0.315036889815552
"4015","CSNK2A3",0.314960348018521
"4016","KDM5C",0.314959012038809
"4017","hsa-mir-5007",0.314824877757545
"4018","VTI1B",0.314730281199062
"4019","NT5C1B-RDH14",0.314647365990016
"4020","PRR11",0.314561035865926
"4021","hsa-mir-6755",0.314313499916923
"4022","SNX19",0.314182349963986
"4023","DMRTC1",0.314161043920364
"4024","CNR1",0.314055231716677
"4025","MED7",0.314045487220113
"4026","SEC61A2",0.314043142761394
"4027","UBE2R2",0.314005128584582
"4028","PTPRU",0.313872929383613
"4029","SPTAN1",0.313704654951572
"4030","RNF148",0.31356728355577
